Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,TITLE,JOURNAL,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,ABSTRACT,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"RISKOWSKI, GL; BUNDY, DS",,,,"RISKOWSKI, GL; BUNDY, DS",,,EFFECT OF AIR VELOCITY AND TEMPERATURE ON GROWTH-PERFORMANCE OF WEANLING PIGS,TRANSACTIONS OF THE ASAE,,,,,,,,,,,,"Four environmental chambers were constructed for subjecting weanling pigs to various air velocities and temperatures under typical production conditions where the pigs were allowed to modify their behavior to reduce the effect of an adverse thermal environment. The chambers had wire mesh flooring, nipple waterers, nursery pig feeders, and held eight weanling pigs. An air distribution system with an air straightener was developed to get uniform air velocities throughout the chamber. There were 128 pigs subjected to various combinations of air velocity and temperature in the chambers for a two-week period when the pigs were three to five weeks of age. Air velocity ranged from around 0.11 m/s to 0.40 m/s. and air temperature ranged from around 23.9-degrees-C to 35-degrees-C. For the environmental range studied, average daily gain (ADG) was significantly affected (P < 0.05) by air velocity but not air temperature during the second week of the experiment. ADG increased as air velocity decreased. Average daily feed intake (ADI) was significantly affected (P < 0.01) by air temperature but not air velocity during both weeks of the experiment. ADI increased as air temperature decreased. The kg gain/kg feed consumption (G/F) had no significant trends.",,,,,,,,,,,,,,,,,,,0001-2351,,,,,SEP-OCT,1990,33,5,,,,,1669,1675,,,,,,,,,,,,,,,,WOS:A1990ER56200039,View Full Record in Web of Science
J,"Ding, LR; Zhou, J; Zhang, XD; Liu, SM; Cao, RY",,,,"Ding, Lirong; Zhou, Ji; Zhang, Xiaodong; Liu, Shaomin; Cao, Ruyin",,,Downscaling of surface air temperature over the Tibetan Plateau based on DEM,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,,,,,,,,,,,,"Surface air temperature (T-a) is critical to the studies of radiation balance, energy budget, and water cycle. It is a necessary input for associated models. Most of the current T-a datasets of reanalysis products have limitations at local scales due to their coarse spatial resolutions. For better modeling the radiation balance, energy budget, and water cycle over the Tibetan Plateau, this study proposes a practical method for T-a downscaling based on the digital elevation model. This method is applied to downscale T-a. of the China regional surface meteorological feature dataset (CRSMFD) at 0.1 and the ERA-interim (ERAI) product at 0.125 degrees to 0.01 degrees. The daily mean T-a and the 3-hourly instantaneous T-a. with a 0.01 are obtained. The downscaled T-a. are evaluated from the perspectives of accuracy and image quality, Results show that the daily mean T-a downscaled from the CRSMFD product has a RMSE of 1.13 +/- 1.0 K at 105 meteorological stations and RMSEs of 0.96 K to 2.34 K at three experimental stations; the instantaneous T-a. downscaled from CRSMFD has RMSEs of 1.02 K to 4.0 K at the three experimental stations. T-a. after downscaling has better agreement with the ground measured Ta than before downscaling, especially in mountain areas. By contrast, T-a. downscaled from the ERAI product has unacceptable accuracy due to the great uncertainty of the ERAI T-a. over the Tibetan Plateau. With the proposed method, a 0.01 degrees T-a. dataset from 2000 to 2015 over the Tibetan Plateau was generated to satisfy related studies and applications.",,,,,,"XU, TONGREN/0000-0002-1744-8974; Liu, Shaomin/0000-0003-3627-9288; Cao, Ruyin/0000-0002-8122-9696",,,,,,,,,,,,,0303-2434,,,,,DEC,2018,73,,,,,,136,147,,10.1016/j.jag.2018.05.017,http://dx.doi.org/10.1016/j.jag.2018.05.017,,,,,,,,,,,,,WOS:000446291100012,View Full Record in Web of Science
C,"Li, JQ; Xu, XM; Zhang, JY; Wang, XM; Cao, J",,,IEEE,"Li, Jiaqiang; Xu, Xiaoming; Zhang, Jinyu; Wang, Xuemei; Cao, Jian",,,High Power Laser Constant Temperature Control System,2017 IEEE INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATION (ICMA),,,,,IEEE International Conference on Mechatronics and Automation (ICMA),"AUG 06-09, 2017","Takamatsu, JAPAN","IEEE,IEEE Robot & Automat Soc,Robot Soc Japan,SICE,Beijing Inst Technol,State Key Lab Robot & Syst,UEC,Kagawa Univ,JSME,JSPE,Chinese Mech Engn Soc,Tianjin Univ Technol,Univ Elect Sci & Technol China",,,,"To solve the waste heat problem in optical crystals of semiconductor lasers, this paper designs and implements a high-precision automatic thermostat control system based on Thermo-Electric Cooler (TEC). This system realizes an embedded interactive program based on winCE system, adopts PT100 as a temperature sensor, uses H-Bridge to driven the TEC module and applies classical PID algorithm to control and adjust temperature automatically. After mechanical packaging, this system is finally completed. The experimental results showed that the temperature of this system can be maintained stably at the setting level for a long time after about 2 minutes adjustment. And its temperature fluctuation is less than 0.01. with great stability.",,,,,"Wang, Xuemei/GXF-3702-2022",,,,,,,,,,,,,,,,978-1-5090-6759-6,,,,2017,,,,,,,198,202,,,,,,,,,,,,,,,,WOS:000426271700036,View Full Record in Web of Science
J,"Hughes, JM; Stewart, J; Lyle, JM; Suthers, IM",,,,"Hughes, Julian M.; Stewart, John; Lyle, Jeremy M.; Suthers, Iain M.",,,Top-down pressure on small pelagic fish by eastern Australian salmon Arripis trutta; estimation of daily ration and annual prey consumption using multiple techniques,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,,,,,,,,,"Ecosystem-level models that trace flows of mass and energy to quantify species interactions are important tools in whole ecosystem-based approaches to managing marine resources. A critical input parameter for such models is an estimate of the consumption rates and biomasses of prey consumed by fish populations. Here we estimate the annual prey consumption of an abundant coastal piscivore, Arripis trutta, which may exert substantial top-down control on its prey over its broad latitudinal range (28-43 degrees S) in the coastal waters off south-eastern (SE) Australia. Three independent techniques were used to estimate annual prey consumption at two environmentally-relevant temperatures, 15 and 20 degrees C: experimental gastric evacuation experiments (coupled with stomach content analyses); bioenergetics modelling, and; empirical regression modelling. Each technique yielded a similar range of estimates with annual food consumed/biomass (Q/B) ranging from 3.20 to 4.02 at 15 degrees C and 4.23 to 5.25 at 20 degrees C. Using an estimated A. trutta stock biomass in SE Australia of 10,000 t, total mean annual prey consumption was estimated to be 42,200 t, consisting primarily (93%) of small zooplanktivorous teleosts, particularly Australian sardines Sardinops sagax (35%) and scads Trachurus spp. (30%). These results indicate that A. trutta do possess a top-down influence on the pelagic ecosystem of coastal SE Australia via consumption of considerable biomasses of small pelagic fish. However, despite the use of a maximum regional estimate of A. trutta abundance and the presence of at least two other ecologically similar predatory fish species with higher annual prey consumption rates in SE Australian coastal waters, A. trutta may remove only a small proportion (similar to 15%) of the estimated spawning biomasses of its major prey species in this region annually. The multiple-technique approach used in this study has for the first time quantified the diet of A. trutta in SE Australia and provided broad and repeatable estimates of its annual prey consumption for use in ecosystem models designed to manage coastal fisheries resources in this region. Crown Copyright (C) 2014 Published by Elsevier B.V. All rights reserved.",,,,,"Stewart, John/N-7330-2016; Lyle, Jeremy M/J-7170-2014; Suthers, Iain M/C-4559-2008; Hughes, Julian/D-2695-2017","Stewart, John/0000-0002-1435-0082; Lyle, Jeremy M/0000-0001-9670-5854; Suthers, Iain M/0000-0002-9340-7461; Hughes, Julian/0000-0002-0884-8386",,,,,,,,,,,,,0022-0981,1879-1697,,,,OCT,2014,459,,,,,,190,198,,10.1016/j.jembe.2014.05.026,http://dx.doi.org/10.1016/j.jembe.2014.05.026,,,,,,,,,,,,,WOS:000339128500023,View Full Record in Web of Science
J,"Zhang, LY; Mao, XB; Lu, AH",,,,Zhang LianYing; Mao XianBiao; Lu AiHong,,,Experimental study on the mechanical properties of rocks at high temperature,SCIENCE IN CHINA SERIES E-TECHNOLOGICAL SCIENCES,,,,,,,,,,,,"The mechanical properties of marble, limestone, and sandstone as well as the stress-strain curve, the varying characteristics of the peak strength, the peak strain and elastic modulus were studied by using the MTS810 Rock Mechanics Servo-controlled Testing System under the action of temperatures ranging from room temperature to 800A degrees C Results show that (1) the peak strength and elastic modulus of marble fluctuate at the temperature from normal to 400A degrees C; and they decrease gradually over 400A degrees C (2) With the rise of the temperature, the peak strength and elastic modulus of limestone show downward trend from normal temperature to 200A degrees C have little change from 200A degrees C to 600A degrees C and decrease sharply over 600A degrees C (3) The peak strength of sandstone shows a downward trend while a little change for elastic modulus at normal temperature to 200A degrees C and from 200A degrees C to 600A degrees C, the peak strength of sandstone increases while a little change for elastic modulus; the peak strength and elastic modulus decrease rapidly at the temperature over 600A degrees C. (4) The peak strain of limestone shows little change at normal temperature to 600A degrees C, however, the peak strain increases rapidly over 600A degrees C; and for marble and sandstone, the peak strain decreases with the rise of the temperature from normal temperature to 200A degrees C, the peak strain increases rapidly over 200A degrees C. The result can provide valuable references for the rock engineering design at high temperature.",,,,,,,,,,,,,,,,,,,1006-9321,,,,,MAR,2009,52,3,,,,,641,646,,10.1007/s11431-009-0063-y,http://dx.doi.org/10.1007/s11431-009-0063-y,,,,,,,,,,,,,WOS:000263675900012,View Full Record in Web of Science
J,"Legagneux, P; Blaize, C; Latraube, F; Gautier, J; Bretagnolle, V",,,,"Legagneux, Pierre; Blaize, Christine; Latraube, Franck; Gautier, Jerome; Bretagnolle, Vincent",,,Variation in home-range size and movements of wintering dabbling ducks,JOURNAL OF ORNITHOLOGY,,,,,,,,,,,,"Despite a long historical record of radio-tracking analyses, basic home-range information is still lacking for most common waterfowl species, especially during the winter. We investigated how dabbling duck home ranges and daily foraging movements are influenced by extrinsic (site, temperature, date) and intrinsic factors (species, sex, age). We radio-tagged and monitored 125 individuals of three duck species (mallard Anas platyrhynchos, Eurasian teal A. crecca crecca and northern pintail A. acuta) in three French wetlands over four winters. Home-range sizes for a given species varied greatly among our study sites. Moreover, species differed according to home-range structure and distance traveled to reach their foraging grounds (teal had a more patchy home range and traveled farther distances than mallards). Foraging distances increased with temperature and time (over the winter season), but this effect differed among species, suggesting that they behave differently in response to food depletion and/or cold weather. The commuting behavior (i.e., the decision to leave the roost at night for foraging) differed among species and season. Teals were more risk-prone because they were more likely to leave the roost at night. In our study, ducks foraged at distances of 1 - 2 km from roosts, whereas distances of 2 - 48 km have been recorded in North America. We suggest that food supply, hunting pressure or population density may account for these inter-continental differences.",,,,,,"Legagneux, Pierre/0000-0002-6366-0554",,,,,,,,,,,,,2193-7192,2193-7206,,,,JAN,2009,150,1,,,,,183,193,,10.1007/s10336-008-0333-7,http://dx.doi.org/10.1007/s10336-008-0333-7,,,,,,,,,,,,,WOS:000261424800020,View Full Record in Web of Science
J,"Chiang, CH; Tsai, CL",,,,"Chiang, CH; Tsai, CL",,,Time-temperature analysis of bond strength of a rebar after fire exposure,CEMENT AND CONCRETE RESEARCH,,,,,,,,,,,,"The extent of damage to a steel-reinforced concrete structure due to fire exposure must be evaluated before deciding whether to reuse, reinforce, or abandon the structure. Understanding the long-term effects of high temperature on steel-reinforced concrete structures is also important for predicting the service life of a structure in a high-temperature environment. These effects include changes in strength, stiffness, toughness, bond strength of the rebar, and so on. The change in the bond strength of rebars is studied herein. The experimental results of postfiring pullout tests show a substantial decrease in bond strength if the exposure temperature reaches 200 degreesC or higher. The current investigation proposes a procedure, based on a single function, to calculate changes in bond strength for predicting residual bond strength of a rebar due to exposure to constant or fluctuating high temperatures. This forecasting method is termed temperature-time analysis and offers excellent agreement with the experimental results. (C) 2003 Elsevier Ltd. All rights reserved.",,,,,,", Chih-hung/0000-0001-7656-1945",,,,,,,,,,,,,0008-8846,,,,,OCT,2003,33,10,,,,,1651,1654,,10.1016/s0008-8846(03)00139-x,http://dx.doi.org/10.1016/s0008-8846(03)00139-x,,,,,,,,,,,,,WOS:000220488900023,View Full Record in Web of Science
C,"Fang, X; Jiang, HP; Wang, XY; Shao, WH; Ren, H; Ran, L; Mao, HC",,,IEEE,"Fang, Xin; Jiang, Huaping; Wang, Xiaoyong; Shao, Weihua; Ren, Hai; Ran, Li; Mao, Hengchun",,,Reliability Enhancement of Power Modules by Restricting Junction Temperature Fluctuation through Increased Transient Thermal Capacity,2020 IEEE ENERGY CONVERSION CONGRESS AND EXPOSITION (ECCE),IEEE Energy Conversion Congress and Exposition,,,,12th Annual IEEE Energy Conversion Congress and Exposition (IEEE ECCE),"OCT 10-15, 2020","Detroit, MI","IEEE,IEEE Ind Applicat Soc,IEEE Power Elect Soc,MathWorks,ROHM Semiconductor",,,,"Power modules are widely used in traction applications and renewable power generation, which require high reliability. In the harsh environment, the power modules must experience deep power cycling which causes large temperature fluctuations and hence leads to fatigue stresses. In power modules, reducing the chip junction temperature fluctuation can significantly improve their reliability. This paper proposes a power module design with considerably reduced junction temperature fluctuation using phase change material (PCM) as part of the thermal management. By both simulation and experiment, it is to be demonstrated that the junction temperature variations of the chips are significantly reduced as compared to the conventional power modules. Thus, the reliability of the power modules in concern can be increased.",,,,,,,,,,,,,,,,,,,2329-3721,,978-1-7281-5826-6,,,,2020,,,,,,,4024,4028,,,,,,,,,,,,,,,,WOS:000645593604060,View Full Record in Web of Science
J,"Snyder, RL; Spano, D; Duce, P; Cesaraccio, C",,,,"Snyder, RL; Spano, D; Duce, P; Cesaraccio, C",,,Temperature data for phenological models,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,,,,,,,,,,,,"In an arid environment. the effect of evaporation on energy balance can affect air temperature recordings and greatly impact on degree-day calculations. This is an important consideration when choosing a site or climate data for phenological models. To our knowledge edge, there is no literature showing the effect of the underlying surface and its fetch around a weather station on degree-day accumulations. In this paper, we present data to show that this is a serious consideration. and it can lead to dubious models. Microscale measurements of temperature and energy balance are presented to explain why the differences occur. For example, the effect of fetch of irrigated grass and wetting of bare soil around a weather station on diurnal temperature are reported. A 43-day experiment showed that temperature measured on the upwind edge of an irrigated grass area averaged 4% higher than temperatures recorded 200 in inside the grass field. When the single-triangle method was used with a 10 degreesC threshold and starting on May 19. the station on the upwind edge recorded 900 degree-days on June 28. whereas the interior station recorded 900 degree-days on July 1. Clearly, a difference in fetch can lead to big errors for large degree-day accumulations. Immediately after wetting, the temperature over a wet soil surface was similar to that measured over grass. However. the temperature over the soil increased more than that over the grass as the soil surface dried. There-fore. the observed difference between temperatures measured over bare soil and those over grass increases with longer periods between wettings. In most and locations, measuring temperature over irrigated grass gives a lower mean annual temperature, resulting in lower annual cumulative degree-day values. This was verified by comparing measurements over grass with those over bare soil at several weather stations in a range of climates, To eliminate the effect of rainfall frequency, using temperature data collected only over irrigated grass, is recommended for long-term assessment of climate change effects on degree-day accumulation. In high evaporative conditions, a fetch of at least 100 m of grass is recommended. Our results clearly indicate that weather stations sited over bare soil have consistently higher degree-day accumulations. Therefore, especially in and environments, phenology models based on temperature collected over bare soil are not transferable to those based on temperature recorded over irrigated grass. At a minimum. all degree-day-based phenology models reported in the literature should clearly describe the weather station site.",,,,,"Cesaraccio, Carla/C-1515-2015; Duce, Pierpaolo/B-7634-2015","Cesaraccio, Carla/0000-0002-1642-4663; Duce, Pierpaolo/0000-0002-5011-2903; Spano, Donatella/0000-0002-5661-0241",,,,,,,,,,,,,0020-7128,,,,,NOV,2001,45,4,,,,,178,183,,10.1007/s004840100103,http://dx.doi.org/10.1007/s004840100103,,,,,,,,11769317,,,,,WOS:000172568400003,View Full Record in Web of Science
J,"Islam, MN; Ahmed, DH",,,,"Islam, Md Nahidul; Ahmed, Dewan Hasan",,,"Delaying the temperature fluctuations through PCM integrated building walls-Room conditions, PCM placement, and temperature of the heat sources",ENERGY STORAGE,,,,,,,,,,,,"Phase change materials (PCMs) are well accepted by the researchers to reduce the temperature fluctuation and also the cooling load of a building. Sodium sulfate decahydrate (Na2SO4.10H(2)O) is used as PCM and incorporated in the traditional building wall in a prototype building model. The experiments are carried out on hot sunny days to investigate the temperature variation inside the room with and without PCM. It has been found that PCM can easily reduce the fluctuation of the inside temperature, however, the temperature variation inside the room much is influenced by the opening of the door and window where convective heat transfer plays a major role. The study reveals that the maximum average temperature was reduced for 3 degrees C with the use of PCM layer. The studies have been extended for an elevated temperature by incorporating a heat source where the building wall is set without PCM, with PCM slab and also encapsulated PCM. The results reveal that both the PCM slab and encapsulated PCM building wall can control the temperature as close to ambient temperature at the opposite side of the heat source. Moreover, it is found that encapsulated building walls give better performance as the overall wall thickness is kept as original wall thickness. In addition, the evenly placement with the encapsulation in a building wall could maintain the melting/freezing cycle of the PCM materials for better performance.",,,,,,"Ahmed, Dewan Hasan/0000-0002-7024-249X",,,,,,,,,,,,,,2578-4862,,,,OCT,2021,3,5,,,,,,,e245,10.1002/est2.245,http://dx.doi.org/10.1002/est2.245,,MAY 2021,,,,,,,,,,,WOS:000647130000001,View Full Record in Web of Science
J,"Humphrey, V; Gudmundsson, L; Seneviratne, SI",,,,"Humphrey, Vincent; Gudmundsson, Lukas; Seneviratne, Sonia I.",,,"Assessing Global Water Storage Variability from GRACE: Trends, Seasonal Cycle, Subseasonal Anomalies and Extremes",SURVEYS IN GEOPHYSICS,,,,,,,,,,,,"Throughout the past decade, the Gravity Recovery and Climate Experiment (GRACE) has given an unprecedented view on global variations in terrestrial water storage. While an increasing number of case studies have provided a rich overview on regional analyses, a global assessment on the dominant features of GRACE variability is still lacking. To address this, we survey key features of temporal variability in the GRACE record by decomposing gridded time series of monthly equivalent water height into linear trends, inter-annual, seasonal, and subseasonal (intra-annual) components. We provide an overview of the relative importance and spatial distribution of these components globally. A correlation analysis with precipitation and temperature reveals that both the inter-annual and subseasonal anomalies are tightly related to fluctuations in the atmospheric forcing. As a novelty, we show that for large regions of the world high-frequency anomalies in the monthly GRACE signal, which have been partly interpreted as noise, can be statistically reconstructed from daily precipitation once an adequate averaging filter is applied. This filter integrates the temporally decaying contribution of precipitation to the storage changes in any given month, including earlier precipitation. Finally, we also survey extreme dry anomalies in the GRACE record and relate them to documented drought events. This global assessment sets regional studies in a broader context and reveals phenomena that had not been documented so far.",,,,,"Seneviratne, Sonia I./G-8761-2011; Gudmundsson, Lukas/I-9535-2014; Humphrey, Vincent/AAD-4990-2019","Seneviratne, Sonia I./0000-0001-9528-2917; Gudmundsson, Lukas/0000-0003-3539-8621; Humphrey, Vincent/0000-0002-2541-6382",,,,,,,,,,,,,0169-3298,1573-0956,,,,MAR,2016,37,2,,,SI,,357,395,,10.1007/s10712-016-9367-1,http://dx.doi.org/10.1007/s10712-016-9367-1,,,,,,,,27471333,,,,,WOS:000372273400008,View Full Record in Web of Science
J,"Morris, JM; Farag, AM; Nimick, DA; Meyer, JS",,,,"Morris, Jeffrey M.; Farag, Aida M.; Nimick, David A.; Meyer, Joseph S.",,,Light-mediated Zn uptake in photosynthetic biofilm,HYDROBIOLOGIA,,,,,,,,,,,,"Our experiments conducted under controlled laboratory conditions demonstrate diel uptake and release of zinc (Zn) in lab-cultured biofilm exposed to Zn concentrations that are present in some mining-impacted streams (1-2 mg Zn/l). Specifically, at constant pH, temperature, and aqueous Zn concentrations in the exposure water, biofilm accumulated Zn during the light periods of the photocycle and released Zn during the dark periods of the photocycle. The range of Zn uptake measured in biofilm during one light period in these laboratory experiments (0.6-8.3 mg Zn/g dw biofilm) encompassed the estimated Zn uptake (1.5-3.7 mg Zn/g dw biofilm) necessary to attribute aqueous diel Zn cycling in a mining-impacted stream in Montana (High Ore Creek) to uptake in biofilm. This is relevant to in situ studies of diel Zn cycling because we controlled three important parameters that naturally fluctuate daily in the field, thus demonstrating the potential for biofilm to remove large percentages of Zn from some mining-impacted streams. Researchers, modelers, regulators, and reclamation teams working in metals-contaminated streams should be aware of diel metal cycling, because the highest Zn concentrations (and therefore, perhaps the most toxic conditions) in the water column might occur at night, and the greatest exposure of grazers of phototrophs to dietborne Zn might occur during daylight hours.",,,,,"Morris, Jeffrey M/O-2548-2015","Morris, Jeffrey M/0000-0001-9899-7547; Nimick, David/0000-0002-8532-9192",,,,,,,,,,,,,0018-8158,,,,,NOV,2006,571,,,,,,361,371,,10.1007/s10750-006-0261-6,http://dx.doi.org/10.1007/s10750-006-0261-6,,,,,,,,,,,,,WOS:000240308500028,View Full Record in Web of Science
J,"Yevtushenko, AA; Adamowicz, A; Grzes, P",,,,"Yevtushenko, A. A.; Adamowicz, A.; Grzes, P.",,,Three-dimensional FE model for the calculation of temperature of a disc brake at temperature-dependent coefficients of friction,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,,,,,,,,,,,,"The three-dimensional transient temperature field of a disc brake generated during a single and a multiple braking process at temperature-dependent and constant coefficients of friction was analyzed. The calculations were performed for the two materials of a pad (FC-16L and FMC-11) combined with the cast-iron (ChNMKh) disc by using the finite element method (FEM). Analytical dependencies of the coefficient of friction on the temperature for these two friction pairs were obtained on the basis of the experimental data. at different values of the contact pressures. It was established that relatively slight fluctuations of the coefficient of friction have direct impact on the contact temperature of the disc. The maximum temperature generated during the single braking process at constant coefficient of friction in relation to the case incorporating temperature-dependent coefficient of friction was underestimated by 14.4% for the friction pair FC-16L/ChNMKh (increase in the coefficient of friction by 23.1%), and overestimated by 4.6% for FMC-11/ChNMKh (decrease in the coefficient of friction by 8.4%). (C) 2012 Elsevier Ltd. All rights reserved.",,,,,"Grzes, Piotr/ABH-3173-2021; Grzes, Piotr/Q-1716-2018","Grzes, Piotr/0000-0002-8283-8418; Grzes, Piotr/0000-0002-8283-8418; Yevtushenko, Aleksander/0000-0003-3589-4983",,,,,,,,,,,,,0735-1933,,,,,MAR,2013,42,,,,,,18,24,,10.1016/j.icheatmasstransfer.2012.12.015,http://dx.doi.org/10.1016/j.icheatmasstransfer.2012.12.015,,,,,,,,,,,,,WOS:000316589200004,View Full Record in Web of Science
J,"Ishii, K; Fumoto, K",,,,"Ishii, Keiko; Fumoto, Koji",,,Temperature visualization and investigation inside evaporator of pulsating heat pipe using temperature-sensitive paint,APPLIED THERMAL ENGINEERING,,,,,,,,,,,,"The mechanism of pulsating heat pipe (PHP) is still unclear because of its complex thermal fluid property, and a few studies have measured the temperature distribution inside PHPs. In this study, the temperature distribution inside a PHP was visualized. Temperature-sensitive paint (TSP) was applied on the optical window and was excited using UV LED light. The luminescence intensity was captured using a CMOS camera. The fluid and wall temperatures inside the PHP were measured instantaneously, with an accuracy of 0.263 degrees C. The thermal flow induced by evaporation and oscillation was captured. The temperature of working fluid adhering to the wall surface was lesser than the ambient temperature. When oscillatory flow was generated, the temperature at an arbitrary point inside the channel fluctuated. In contrast, when circulatory flow was generated, the temperature in the channel became stable. Based on the frequency analysis, the circulatory flow showed the periodic property. Measured data was in qualitative agreement with known PHP properties. Temperature measurement by TSP is considered effective in evaluating the performance and flow mechanism of PHPs.",,,,,,"Ishii, Keiko/0000-0003-0573-4030",,,,,,,,,,,,,1359-4311,,,,,JUN 5,2019,155,,,,,,575,583,,10.1016/j.applthermaleng.2019.04.026,http://dx.doi.org/10.1016/j.applthermaleng.2019.04.026,,,,,,,,,,,,,WOS:000470950800054,View Full Record in Web of Science
J,"Weng, CK; Ray, A",,,,"Weng, CK; Ray, A",,,Robust wide-range control of steam electric power plants,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,,,,,,,,,,,,"To facilitate daily cycling of large electric generating units that were originally designed for baseload operation, the control system has to be redesigned for plant maneuverability over the operating range, A methodology for synthesizing an integrated feedforward-feedback control (FF/FBC) strategy is proposed for wide-range robust control of commercial-scale steam-electric power plants. In the proposed methodology, the feedforward control (FFC) policy is generated via nonlinear programming for simultaneous optimization of all control inputs under specified constraints. This family of optimized trajectories, which represent the best achievable performance of the plant under specified conditions, serve as tracking signals for the FF/FBC system, The Feedback control (FBC) law is synthesized following the H-infinity-based structured singular value (mu) approach to achieve the specified stability and performance robustness, The major features of the integrated FF/FBC system are 1) optimized performance over a wide operating range resulting from the feedforward element and 2) guaranteed stability and performance robustness resulting from the feedback element, To exemplify this control methodology, a family of FFC policies has been synthesized based on a nonlinear state-space model of a 525 MWe fossil-fueled power plant, The synthesis of an FFC policy is identified as an optimization problem where the performance is characterized by rapid maneuvering of electric power to meet the specified load demand while simultaneously maintaining the throttle steam temperature and pressure, and the hot reheat steam temperature within allowable ranges of variation, The results of simulation experiments show that the FF/FBC system satisfies the specified performance requirements of power ramp up and down in the range of 40%-100% load under nominal operating conditions. The results also suggest that this robust control law is capable of rejecting the anticipated disturbances such that the plant closely follows the optimal trajectory determined by the FFC policy, Although this research focuses on control and operation of fossil power plants, the proposed FF/FBC synthesis methodology is also applicable to other complex processes such as planned shutdown of nuclear power plants, take-off and landing of aircraft, and start-up and transient operations of rocket engines.",,,,,,,,,,,,,,,,,,,1063-6536,,,,,JAN,1997,5,1,,,,,74,88,,10.1109/87.553666,http://dx.doi.org/10.1109/87.553666,,,,,,,,,,,,,WOS:A1997WB87500007,View Full Record in Web of Science
J,"WAKAMATSU, M; NEI, H; HASHIGUCHI, K",,,,"WAKAMATSU, M; NEI, H; HASHIGUCHI, K",,,ATTENUATION OF TEMPERATURE-FLUCTUATIONS IN THERMAL STRIPING,JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,,,,,,,,,,,,"Thermal striping is random temperature fluctuation generated by the mixing of flow streams at different temperatures. In a liquid-metal-cooled fast breeder reactor (LMFBR), it occurs in the upper plenum as a result of the mixing of sodium coolant jets from fuel assemblies and control rods. It is necessary to consider the temperature cycling in the context of fatigue on the component. A simplified model has been developed to analyze the attenuation of temperature fluctuations from the flow streams to the structure surface. The analytical results were compared with experiments that simulated the upper core structure and impinging jets from fuel sub-assemblies and control rod channels in an LMFBR. Sodium and water were used as simulated fluids to examine the differences in their physical properties. The surface attenuation ratio decreased with the jet flow velocity, The ratio of surface temperature fluctuation to fluid temperature fluctuation is 30-80% in water tests and is 20-50% in sodium tests. These experimental attenuation values almost agreed with the values calculated by the boundary layer theory.",,,,,,,,,,,,,,,,,,,0022-3131,1881-1248,,,,AUG,1995,32,8,,,,,752,762,,10.3327/jnst.32.752,http://dx.doi.org/10.3327/jnst.32.752,,,,,,,,,,,,,WOS:A1995RV90300005,View Full Record in Web of Science
